"Plant.Code","Plant.Name","State","Latitude","Longitude","DC","HB","ON","PN","RC","RT","NA"
54937,"Wellesley College Central Utility Plant","MA","42.2958","-71.299700000000001",0,0,0,0,0,0,18568.06
54939,"EKS Landfill","MN","44.7806","-93.309399999999997",0,0,0,0,0,0,36183
54945,"CT Resource Rec Authority Facility","CT","41.750520999999999","-72.652981999999994",0,0,0,0,0,0,375431.997
54950,"Univ of Oregon Central Power Station","OR","44.048333","-123.07388899999999",0,0,0,0,0,0,35316.73
54951,"Monterey Regional Water Cogen Facility","CA","36.705599999999997","-121.7714",0,0,0,0,0,0,7435
54953,"Hudson Falls Hydroelectric Project","NY","43.2958","-73.595600000000005",0,0,0,0,0,0,197302
54956,"Deercroft I & II LFGTE","IN","41.651400000000002","-86.903599999999997",0,0,0,0,0,0,31039
54965,"Cargill Salt","MI","42.818300000000001","-82.485600000000005",0,0,0,0,0,0,10737.9
54966,"West Texas Windplant","TX","31.7333","-104.75",0,0,0,0,0,0,0
54967,"Alliant SBD 9302 Aegon NP","IA","42.026400000000002","-91.7042",0,0,0,0,0,0,4
54968,"Alliant SBD 9502 Eaton","IA","42.838149999999999","-93.603250000000003",0,0,0,0,0,0,241
54969,"Dixon Hydroelectric Dam","IL","41.845306000000001","-89.481285999999997",0,0,0,0,0,0,13634
54974,"Sauder Power Plant","OH","41.515211000000001","-84.293548999999999",0,0,0,0,0,0,30510
54975,"New Mexico State University","NM","32.164817999999997","-106.45128099999999",0,0,0,0,0,0,34948
54979,"Big Spring Wind Power Facility","TX","32.207500000000003","-101.388333",0,0,0,0,0,0,85997
54980,"Ocean County Landfill","NJ","40.008099999999999","-74.330600000000004",0,0,0,0,0,0,113990
54981,"Harris Energy Realty","MA","42.205235999999999","-72.592861999999997",0,0,0,0,0,0,0
54984,"Salem Energy Systems LLC","NC","36.191240999999998","-80.183458000000002",0,0,0,0,0,0,25222
54985,"Crestwood Dothan","AL","31.262356","-85.402737000000002",0,0,0,0,0,0,724
54987,"Woodridge Greene Valley Treatment Plant","IL","41.74","-88.06",0,0,0,0,0,0,248
54989,"Pine Tree Acres","MI","42.741700000000002","-82.797499999999999",0,0,0,0,0,0,72374
54995,"Indiana Harbor E 5 AC Station","IN","41.684399999999997","-87.421400000000006",0,0,0,0,0,0,417610.002
54996,"Salton Sea Power Gen Co - Unit 4","CA","33.156999999999996","-115.6386",0,0,0,0,0,0,295485
54998,"Wheelabrator Portsmouth","VA","36.808300000000003","-76.303600000000003",0,0,0,0,0,0,270258.859
55002,"Murphy-Brown LLC","NC","34.994399999999999","-78.158299999999997",0,0,0,0,0,0,5
55004,"Thornwood High School","IL","41.5839","-87.604699999999994",0,0,0,0,0,0,120
55005,"Thornridge High School","IL","41.622500000000002","-87.597800000000007",0,0,0,0,0,0,118
55006,"Nashua Plant","NH","42.735300000000002","-71.522800000000004",0,0,0,0,0,0,5126
55007,"K W Company","ID","42.594830000000002","-114.435295",0,0,0,0,0,0,3494
55009,"Montgomery Creek Hydro","CA","40.846806000000001","-121.956446",0,0,0,0,0,0,4312
55010,"LSP-Cottage Grove LP","MN","44.7956","-92.911900000000003",0,0,0,0,139477,0,0
55011,"LSP-Whitewater LP","WI","42.855463","-88.729920000000007",0,0,0,0,702818.58,0,2635.421
55014,"Greene Valley Gas Recovery","IL","41.733789999999999","-88.084907999999999",0,0,0,0,0,0,42749
55015,"Sweeny Cogen Facility","TX","29.072800000000001","-95.745000000000005",0,0,0,0,0,0,2968740.96
55025,"Yates Gas Plant","TX","30.884699999999999","-101.9208",0,0,0,0,0,0,24123.68
55026,"Dighton Power Plant","MA","41.831200000000003","-71.123900000000006",915666,0,0,0,0,0,0
55027,"Papillion Creek Wastewater","NE","41.077199999999998","-95.87",0,0,0,0,0,0,7387
55029,"De Pere Energy Center","WI","44.448610000000002","-88.072040000000001",0,0,0,0,0,0,14295
55031,"Androscoggin Energy Center","ME","44.506315000000001","-70.242311999999998",0,0,0,0,0,0,414805.996
55033,"Missouri River Wastewater Treatment","NE","41.203299999999999","-95.929199999999994",0,0,0,0,0,0,10054
55035,"Davenport Water Pollution Control Plant","IA","41.492800000000003","-90.627499999999998",0,0,0,0,0,0,8596.56
55036,"University of Tennessee Steam Plant","TN","35.949209000000003","-83.926064999999994",0,0,0,0,0,0,32413
55037,"Opryland USA","TN","36.211388999999997","-86.694444000000004",0,0,0,0,0,0,35996.38
55039,"Rio Bravo","NM","35.026000000000003","-106.64400000000001",0,0,0,0,0,0,18434
55040,"Mid-Georgia Cogeneration Facility","GA","32.485599999999998","-83.603899999999996",0,0,0,0,194456.395,0,2591.601
55041,"Berkshire Power","MA","42.047600000000003","-72.647800000000004",0,0,0,0,1189074.7,0,0
55042,"Bridgeport Energy Project","CT","41.169199999999996","-73.184399999999997",0,0,2544680,0,0,0,0
55043,"Cherokee County Cogen","SC","35.072699999999998","-81.613",0,0,0,0,0,0,333932.2
55044,"Boise Cascade Pulp & Paper Mill","AL","31.4894","-87.898899999999998",0,0,0,0,0,0,123427.36
55047,"Pasadena Cogeneration","TX","29.72475","-95.176479",0,0,0,0,4156219,0,0
55048,"Tiverton Power Plant","RI","41.642200000000003","-71.170599999999993",0,0,0,0,0,0,1453759
55049,"Sierra Pacific Anderson Facility","CA","40.473100000000002","-122.3206",0,0,0,0,0,0,28736.25
55051,"Axiall Plaquemine","LA","30.258600000000001","-91.185000000000002",0,0,0,0,0,0,1622311.046
55052,"Jameson Gas Processing Plant","TX","32.049999999999997","-100.6917",0,0,0,0,0,0,10950
55053,"Bridgeport Gas Processing Plant","TX","33.196399999999997","-97.9208",0,0,0,0,0,0,82547.36
55061,"Tenaska Georgia Generation Facility","GA","33.351599999999998","-84.999600000000001",0,0,0,0,0,0,80824
55062,"Tenaska Frontier Generation Station","TX","30.592400000000001","-95.9178",0,0,0,0,2483769,0,0
55063,"Batesville Generation Facility","MS","34.335599999999999","-89.927499999999995",0,0,0,0,2323056,0,0
55064,"Black Hawk Station","TX","35.695700000000002","-101.36",0,0,0,0,0,0,1526513.99
55065,"Mustang Station","TX","32.972799999999999","-102.74169999999999",0,0,0,0,2213704,0,0
55066,"Heat Recovery Coke Facility","IN","41.678899999999999","-87.42",0,0,0,0,0,0,342381
55067,"MPEA Energy Center","IL","41.852708999999997","-87.618510000000001",0,0,0,0,0,0,0
55068,"Maine Independence Station","ME","44.824199999999998","-68.709400000000002",0,0,0,0,1111646,0,0
55074,"Lakeview Gas Recovery","PA","42.078600000000002","-80.070800000000006",0,0,0,0,0,0,34570
55075,"Pine Bluff Energy Center","AR","34.2181","-91.902500000000003",0,0,0,0,0,0,1058494
55076,"Red Hills Generating Facility","MS","33.376100000000001","-89.218299999999999",0,0,0,0,2471697.954,0,0
55077,"Desert Star Energy Center","NV","35.788888999999998","-114.994167",1539121,0,0,0,0,0,0
55079,"Millennium Power","MA","42.112290999999999","-72.015112999999999",0,0,0,0,1827953,0,0
55081,"Brownsville Peaking Power","TN","35.543799999999997","-89.197999999999993",0,0,0,0,0,0,152400
55084,"Crockett Cogen Project","CA","38.056899999999999","-122.2161",1802253,0,0,0,0,0,0
55086,"Gregory Power Facility","TX","27.889289999999999","-97.258416999999994",0,0,0,0,2415807,0,0
55087,"Zeeland Generating Station","MI","42.820599999999999","-85.997500000000002",0,0,0,0,1847303,0,152207
55088,"Dearborn Industrial Generation","MI","42.302599999999998","-83.153999999999996",0,0,1687960.32,0,0,0,1027848.7
55089,"Taft Cogeneration Facility","LA","29.988800000000001","-90.459900000000005",0,0,0,0,0,0,5428430.946
55090,"Plummer Cogen","ID","47.331006000000002","-116.89035199999999",0,0,0,0,0,0,30311
55091,"Midlothian Energy Facility","TX","32.430199999999999","-97.053700000000006",5518344,0,0,0,0,0,0
55093,"MM Taunton Energy","MA","41.911099999999998","-71.128900000000002",0,0,0,0,0,0,19877
55094,"MM San Diego-Miramar","CA","32.806699999999999","-117.1683",0,0,0,0,0,0,46088
55096,"Portside Energy","IN","41.631700000000002","-87.172799999999995",0,0,0,0,0,0,281171
55097,"Lamar Power Project","TX","33.630800000000001","-95.59",0,0,0,0,5333833,0,0
55098,"Frontera Energy Center","TX","26.207999999999998","-98.399199999999993",0,0,0,0,2678531,0,0
55099,"NRG Sterlington Power","LA","32.688899999999997","-92.081100000000006",0,0,0,0,0,0,4363
55100,"Rumford Power, Inc","ME","44.530299999999997","-70.521900000000002",0,0,0,0,0,0,401026
55101,"Kalamazoo River Generating Station","MI","42.281345000000002","-85.494956000000002",0,0,0,0,0,0,2842
55102,"Livingston Generating Station","MI","45.030397000000001","-84.730795000000001",0,0,0,0,0,0,3738
55103,"Klamath Cogeneration Plant","OR","42.173889000000003","-121.81055600000001",0,0,0,0,2184907,0,0
55104,"Sabine Cogen","TX","30.0444","-93.771388999999999",0,0,0,0,0,0,547072
55107,"Entergy Rhode Island State Energy LP","RI","41.801699999999997","-71.518600000000006",0,0,0,0,1625082,0,0
55109,"Rocky Road Power LLC","IL","42.0931","-88.239699999999999",0,0,0,0,0,0,57078
55110,"Madison","OH","39.452199999999998","-84.464699999999993",0,0,0,0,0,0,127941
55111,"Vermillion Energy Facility","IN","39.922328","-87.446358000000004",0,0,0,0,0,0,14632
55112,"Sutter Energy Center","CA","39.053139000000002","-121.69587300000001",1183721,0,0,0,0,0,0
55116,"Rockingham County CT Station","NC","36.329700000000003","-79.829700000000003",0,0,0,0,0,0,244552.997
55117,"RS Cogen","LA","30.221","-93.299199999999999",0,0,0,0,3040172.02,0,0
55120,"SRW Cogen LP","TX","30.054478","-93.757435000000001",0,0,0,0,2805639.38,0,20801.62
55122,"NAFTA Region Olefins Complex Cogen Fac","TX","29.954321","-93.883591999999993",0,0,0,0,0,0,542394.72
55123,"Magic Valley Generating Station","TX","26.340299999999999","-98.19",0,0,0,0,3715419,0,0
55124,"Griffith Energy LLC","AZ","35.054029","-114.13327200000001",0,0,0,0,2411226,0,0
55125,"Vansycle","OR","45.936157000000001","-118.65998999999999",0,0,0,0,0,0,67562
55126,"Milford Power Project","CT","41.224355000000003","-73.099727999999999",0,0,0,0,3072530,0,0
55127,"Manchief Electric Generating Station","CO","40.217143","-103.68504",0,0,0,0,0,0,295688
55128,"Walton County Power LLC","GA","33.814799999999998","-83.695400000000006",0,0,0,0,0,0,223418
55129,"Desert Basin","AZ","32.904200000000003","-111.7889",0,0,0,0,1464694,0,0
55131,"Kendall County Generation Facility","IL","41.479700000000001","-88.258099999999999",0,0,0,0,0,0,2242919
55132,"Tenaska Gateway Generating Station","TX","32.017825999999999","-94.619743",0,0,0,0,3472762,0,0
55133,"Thomson Reuters Campus Bldg A-D","MN","44.819600000000001","-93.115600000000001",0,0,0,0,0,0,139
55135,"Alliant Energy Neenah","WI","44.193600000000004","-88.506399999999999",0,0,0,0,0,0,50809
55137,"Rio Nogales Power Project","TX","29.593056000000001","-97.973214999999996",0,0,0,0,3022355,0,0
55138,"Lee County","AL","32.540979999999998","-85.038878999999994",0,0,0,0,0,0,3380
55139,"Wolf Hollow I LP","TX","32.334220000000002","-97.731685999999996",0,0,0,0,3815433,0,0
55141,"Hawk Road Facility","GA","33.358471999999999","-84.991390999999993",0,0,0,0,0,0,192933
55142,"Modern Landfill Production Plant","PA","39.957799999999999","-76.740799999999993",0,0,0,0,0,0,0
55144,"Hays Energy Project","TX","29.7806","-97.989400000000003",1199547,0,0,0,1199547,0,0
55146,"Green Country Energy LLC","OK","35.9833","-95.934600000000003",0,0,0,0,3127419,0,0
55148,"Worthington Generation LLC","IN","39.070799999999998","-87.012799999999999",0,0,0,0,0,0,6592
55149,"Lake Road Generating Plant","CT","41.872042999999998","-71.895798999999997",4406248,0,0,0,0,0,0
55151,"La Paloma Generating LLC","CA","35.2956","-119.5919",0,0,0,0,6558024,0,0
55152,"Bank of America Plaza","GA","33.770800000000001","-84.386099999999999",0,0,0,0,0,0,0
55153,"Guadalupe Generating Station","TX","29.624400000000001","-98.141900000000007",0,0,0,0,4451509,0,0
55154,"Lost Pines 1 Power Project","TX","30.1478","-97.2714",0,0,0,3370109,0,0,0
55155,"MM Albany Energy","NY","42.697499999999998","-73.851399999999998",0,0,0,0,0,0,24301
55156,"MM Prince William Energy","VA","38.638333000000003","-77.414721999999998",0,0,0,0,0,0,52468
55161,"MM Lopez Energy","CA","34.292499999999997","-118.389444",0,0,0,0,0,0,45758
55162,"MM Tomoka Farms Energy","FL","29.096900000000002","-81.068899999999999",0,0,0,0,0,0,20229
55163,"MM Hartford Energy","CT","41.786099999999998","-72.654399999999995",0,0,0,0,0,0,8949
55164,"Bluegrass Generation LLC","KY","38.3902","-85.413300000000007",0,0,0,0,0,0,0
55165,"Calcasieu","LA","30.160799999999998","-93.344999999999999",0,0,0,0,0,0,178942
55166,"Broad River Energy Center","SC","35.078600000000002","-81.575000000000003",0,0,0,0,0,0,388805
55168,"Bastrop Energy Center","TX","30.145800000000001","-97.55",0,0,0,0,3071963,0,0
55170,"Granite Ridge","NH","42.904200000000003","-71.426100000000005",0,0,0,0,3534364,0,0
55172,"Bosque County Peaking","TX","31.859400000000001","-97.358599999999996",0,0,0,0,3743591,0,0
55173,"Acadia Energy Center","LA","30.428611","-92.413055999999997",0,0,0,0,4515316,0,0
55176,"Eastman Cogeneration Facility","TX","32.448099999999997","-94.690299999999993",0,0,0,0,1956704.53,0,0
55177,"South Point Energy Center","AZ","34.867800000000003","-114.5317",0,0,0,0,1106812,0,0
55178,"Dogwood Energy Facility","MO","38.793100000000003","-94.300600000000003",0,0,0,0,1121523,0,0
55179,"Rathdrum Power LLC","ID","47.785800000000002","-116.9203",0,0,0,0,1201397,0,0
55182,"Sunrise Power LLC","CA","35.209699999999998","-119.58499999999999",0,0,0,0,2860595,0,0
55184,"Aera San Ardo Cogen Facility","CA","35.953293000000002","-120.85995200000001",0,0,0,0,0,0,50072
55187,"Channelview Cogeneration Plant","TX","29.836952","-95.121744000000007",0,0,0,0,6008305,0,0
55188,"Cordova Energy","IL","41.712215999999998","-90.279679000000002",0,0,0,0,58537,0,0
55192,"Osceola (FL)","FL","28.128900000000002","-81.097800000000007",0,0,0,0,0,0,49301
55193,"Ontelaunee Energy Center","PA","40.421900000000001","-75.935599999999994",0,0,0,0,2503963,0,0
55196,"FirstEnergy Allegheny Energy Units 1 & 2","PA","40.546666999999999","-79.768332999999998",0,0,0,0,0,0,61498
55197,"Caledonia","MS","33.6464","-88.271699999999996",0,0,0,0,2717829,0,0
55198,"Riverside Generating LLC","KY","38.191661000000003","-82.604585999999998",0,0,0,0,0,0,151377
55199,"Elwood Energy LLC","IL","41.438800000000001","-88.123599999999996",0,0,0,0,0,0,287213
55200,"Arapahoe Combustion Turbine Project","CO","39.669199999999996","-105.0018",0,0,0,0,0,0,192959
55201,"Gibson City Energy Center LLC","IL","40.470500000000001","-88.398700000000005",0,0,0,0,0,0,13350
55202,"Pinckneyville","IL","38.111400000000003","-89.346699999999998",0,0,0,0,0,0,15814
55203,"Ponnequin Phase 1","CO","40.996160000000003","-104.824943",0,0,0,0,0,0,0
55204,"Kinmundy","IL","38.761899999999997","-89.012799999999999",0,0,0,0,0,0,1262
55206,"Corpus Christi Energy Center","TX","27.8139","-97.428299999999993",0,0,0,0,2007187.56,0,875.442
55207,"Valmont Combustion Turbine Project","CO","40.020499999999998","-105.2009",0,0,0,0,0,0,480
55208,"Lake Benton I","MN","44.291699999999999","-96.375",0,0,0,0,0,0,235602
55210,"Afton Generating Station","NM","32.114184999999999","-106.84648300000001",0,545740,0,0,0,0,0
55211,"ANP Bellingham Energy Project","MA","42.110576999999999","-71.453468000000001",2235439,0,0,0,0,0,0
55212,"ANP Blackstone Energy Project","MA","42.059876000000003","-71.515810999999999",2148424,0,0,0,0,0,0
55215,"Odessa Ector Generating Station","TX","31.840299999999999","-102.32640000000001",0,0,0,0,4782049,0,0
55216,"Morris Cogeneration LLC","IL","41.411943999999998","-88.332778000000005",0,0,0,0,0,0,564436.999
55217,"Los Medanos Energy Center","CA","38.030071","-121.87300399999999",0,0,0,0,3540552,0,0
55218,"Hinds Energy Facility","MS","32.378968999999998","-90.219905999999995",0,0,0,0,0,0,2746899
55220,"Attala","MS","33.014699999999998","-89.675299999999993",0,0,0,0,3232686,0,0
55221,"Harry L. Oswald","AR","34.592300000000002","-92.2166",0,0,0,0,159242,0,0
55222,"Lincoln Generating Facility","IL","41.393315000000001","-87.943612000000002",0,0,0,0,0,0,45383
55223,"Ennis Power Company LLC","TX","32.32","-96.674999999999997",0,0,0,0,1792415,0,0
55224,"Wheatland Generating Facility","IN","38.671599999999998","-87.293099999999995",0,0,0,0,0,0,38371
55225,"Oneta Energy Center","OK","36.011899999999997","-95.696700000000007",0,0,0,0,0,0,2979529
55226,"Freestone Energy Center","TX","31.890699999999999","-96.113100000000003",0,0,0,0,4087206,0,0
55228,"Greenville Electric Generating Station","OH","40.075783000000001","-84.615136000000007",0,0,0,0,0,0,47938
55229,"Montpelier Electric Generating Station","IN","40.620600000000003","-85.305700000000002",0,0,0,0,0,0,76523
55230,"Jack County","TX","33.100999999999999","-97.957400000000007",0,0,0,0,6240763,0,0
55231,"Liberty Electric Power Plant","PA","39.861400000000003","-75.335800000000006",0,0,0,0,3751680,0,0
55232,"Marshall Energy Facility","KY","37.028599999999997","-88.395799999999994",0,0,0,0,0,0,66618
55233,"Handsome Lake Energy LLC","PA","41.290799999999997","-79.806100000000001",0,0,0,0,0,0,131110
55234,"Audrain Generating Station","MO","39.309199999999997","-91.536900000000003",0,0,0,0,0,0,2422
55236,"Lee Energy Facility","IL","41.828699999999998","-89.4054",0,0,0,0,0,0,31771
55237,"Energy Shelby County","IL","39.279400000000003","-88.477199999999996",0,0,0,0,0,0,16317
55238,"NRG Rockford I","IL","42.238557999999998","-89.101202000000001",0,0,0,0,0,0,35479
55239,"Red Oak Power LLC","NJ","40.448673999999997","-74.348878999999997",0,0,0,0,5428446,0,0
55241,"Hog Bayou Energy Center","AL","30.747800000000002","-88.057500000000005",0,0,0,0,0,0,468635
55242,"Santa Rosa Energy Center","FL","30.566400000000002","-87.114999999999995",0,0,0,0,0,0,464851
55243,"Astoria Gas Turbines","NY","40.786999999999999","-73.904799999999994",0,0,0,0,0,0,54276
55244,"Doyle Generating Facility","GA","33.837699000000001","-83.699577000000005",0,0,0,0,0,0,11054
55245,"Tuscola Station","IL","39.798175000000001","-88.349771000000004",0,0,0,0,0,0,40594
55247,"Darby Electric Generating Station","OH","39.713900000000002","-83.177800000000005",0,0,0,0,0,0,31835
55248,"Tait Electric Generating Station","OH","39.727679000000002","-84.209489000000005",0,0,0,0,0,0,66002
55250,"University Park South","IL","41.440893000000003","-87.753189000000006",0,0,0,0,0,0,60478
55251,"Gleason Generating Facility","TN","36.245399999999997","-88.611999999999995",0,0,0,0,0,0,3515
55253,"Crete Energy Venture LLC","IL","41.429443999999997","-87.618700000000004",0,0,0,0,0,0,30621
55259,"Whiting Clean Energy","IN","41.673900000000003","-87.477500000000006",0,0,0,0,1661476,0,0
55262,"Bowling Green Generating Station","OH","41.397368999999998","-83.641236000000006",0,0,0,0,0,0,855
55263,"Galion Generating Station","OH","40.716700000000003","-82.789000000000001",0,0,0,0,0,0,789
55264,"Napoleon Peaking Station","OH","41.407899999999998","-84.109499999999997",0,0,0,0,0,0,892
55265,"Lake Benton II","MN","44.129368999999997","-96.116971000000007",0,0,0,0,0,0,272217
55267,"Edward L. Addison Generating Plant","GA","32.911099999999998","-84.306399999999996",0,0,0,0,0,0,531583.998
55269,"TVA Southaven Combined Cycle","MS","34.993899999999996","-90.037800000000004",0,0,0,0,0,0,2197860
55270,"Jackson Power Facility","MI","42.248800000000003","-84.3767",0,0,0,0,574250,0,0
55271,"Tenaska Lindsay Hill Generating Station","AL","32.651400000000002","-86.738600000000005",0,0,0,0,3035953,0,0
55274,"State Farm Support Center East","GA","34.085799999999999","-84.235299999999995",0,0,0,0,0,0,163
55276,"Ceredo Generating Station","WV","38.368099999999998","-82.533900000000003",0,0,0,0,0,0,164268
55278,"Beaver Creek Gas Plant","WY","42.847499999999997","-108.31359999999999",0,0,0,0,0,0,17691.94
55279,"Aurora","IL","41.815100000000001","-88.226500000000001",0,0,0,0,0,0,49707
55281,"Southeast Chicago Energy Project","IL","41.7181","-87.544899999999998",0,0,0,0,0,0,-4556
55282,"Arlington Valley Energy Facility","AZ","33.341700000000003","-112.8897",0,0,0,0,1128760,0,0
55283,"Front Range Power Plant","CO","38.628100000000003","-104.7069",1802796,0,0,0,0,0,0
55284,"Big Sandy Peaker Plant","WV","38.344099999999997","-82.593800000000002",0,0,0,0,0,0,75179
55285,"Wolf Hills Energy","VA","36.664400000000001","-82.104399999999998",0,0,0,0,0,0,50519
55286,"Oleander Power Project LP","FL","28.366099999999999","-80.794700000000006",0,0,0,0,0,0,73347
55287,"Storm Lake II","IA","42.841700000000003","-95.405000000000001",0,0,0,0,0,0,192596
55288,"Medway Hydro","ME","45.607199999999999","-68.545299999999997",0,0,0,0,0,0,32399
55292,"Decatur Energy Center","AL","34.629199999999997","-87.0214",0,0,0,0,991669,0,0
55293,"Morgan Energy Center","AL","34.639699999999998","-87.063900000000004",0,0,0,0,3837308,0,0
55294,"Westbrook Energy Center Power Plant","ME","43.657499999999999","-70.375",0,0,0,0,1838911,0,0
55295,"Blythe Energy Inc","CA","33.615699999999997","-114.6865",0,0,0,0,1687604,0,0
55296,"Calumet Energy Team LLC","IL","41.683500000000002","-87.556299999999993",0,0,0,0,0,0,124426
55297,"New Covert Generating Facility","MI","42.322380000000003","-86.293679999999995",0,0,0,0,0,0,1608425
55298,"Fairless Energy Center","PA","40.147500000000001","-74.741100000000003",0,0,0,0,6995551,0,0
55299,"Channel Energy Center LLC","TX","29.718900000000001","-95.231899999999996",0,0,0,0,2776423.11,0,271015.885
55302,"Wasatch Energy Systems Energy Recovery","UT","41.109699999999997","-111.9554",0,0,0,0,0,0,7304
55304,"Baconton Power Plant","GA","31.386900000000001","-84.08",0,0,0,0,0,0,31447
55306,"Gila River Power Station","AZ","32.975000000000001","-112.6944",0,0,0,0,2566958,0,0
55308,"Calvert City","KY","37.048333","-88.353888999999995",0,0,0,0,0,0,219301.46
55309,"Air Products Port Arthur","TX","29.866496999999999","-93.965149999999994",0,0,0,0,0,0,747815.996
55311,"BASF Freeport Works","TX","29.001999999999999","-95.394000000000005",0,0,0,0,0,0,502305
55312,"Phelps Dodge Cobre Mining","NM","32.856099999999998","-108.0847",0,0,0,0,0,0,0
55313,"Ingleside Cogeneration","TX","27.882777999999998","-97.242778000000001",0,0,0,0,0,0,3051751.002
55317,"Fore River Generating Station","MA","42.242199999999997","-70.966099999999997",3901990,0,0,0,0,0,0
55319,"Athens Regional Medical Center","GA","33.962499999999999","-83.398099999999999",0,0,0,0,0,0,0
55320,"Wise County Power LLC","TX","33.058300000000003","-97.910300000000007",0,0,0,0,3763530.1,0,0
55322,"Chuck Lenzie Generating Station","NV","36.383718999999999","-114.921779",6075067,0,0,0,0,0,0
55327,"Baytown Energy Center","TX","29.773099999999999","-94.901899999999998",0,0,0,0,3461077,0,0
55328,"Hermiston Power Partnership","OR","45.794046000000002","-119.313323",0,0,0,0,3100584,0,0
55332,"Washington County","GA","33.092238999999999","-82.979991999999996",0,0,0,0,0,0,61274
55333,"Delta Energy Center","CA","38.0169","-121.8439",0,0,0,0,5187071,0,0
55334,"Holland Energy Facility","IL","39.223143999999998","-88.758405999999994",0,0,0,0,296933,0,0
55337,"PPL Ironwood LLC","PA","40.350900000000003","-76.365799999999993",0,0,0,0,5208269,0,0
55340,"Dell Power Station","AR","35.861899999999999","-90.025300000000001",0,0,0,0,156467.71,0,298.286
55342,"Woodstock Windfarm","MN","43.985833","-96.078610999999995",0,0,0,0,0,0,22907
55343,"Luna Energy Facility","NM","32.299348999999999","-107.7834",0,0,0,0,2052629,0,0
55345,"Otay Mesa Generating Project","CA","32.581480999999997","-116.914969",3650654,0,0,0,0,0,0
55347,"Armstrong","PA","40.638021000000002","-79.351725000000002",0,0,0,0,0,0,711764.003
55348,"Troy Energy LLC","OH","41.477240000000002","-83.459829999999997",0,0,0,0,0,0,311015.003
55349,"Pleasants Energy LLC","WV","39.332500000000003","-81.364199999999997",0,0,0,0,0,0,378055.005
55350,"Dresden Energy Facility","OH","40.092799999999997","-82.027600000000007",0,0,0,0,3933693,0,0
55353,"Lakota Ridge LLC","MN","44.399560000000001","-96.428366999999994",0,0,0,0,0,0,29285
55354,"Shaokatan Hills LLC","MN","44.421711000000002","-96.434693999999993",0,0,0,0,0,0,36421
55357,"Brazos Valley Generating Facility","TX","29.473099999999999","-95.624399999999994",0,0,0,0,2417799,0,0
55358,"Cottonwood Energy Project","TX","30.258800000000001","-93.735299999999995",0,0,0,0,4981245,0,0
55364,"Sugar Creek Power","IN","39.393099999999997","-87.510800000000003",0,0,0,0,2421011,0,0
55365,"Exelon LaPorte Generating Station","TX","29.7028","-95.071799999999996",0,0,0,0,0,0,84621
55367,"West Texas Wind Energy LLC","TX","31.139199999999999","-102.2253",0,0,0,0,0,0,180483
55368,"Wethersfield Wind Farm","NY","42.678818999999997","-78.243791999999999",0,0,0,0,0,0,9409
55369,"Hamakua Energy Plant","HI","20.093900000000001","-155.47110000000001",0,0,0,0,0,0,182295.004
55370,"Green Mountain Wind Farm","PA","39.851388999999998","-79.070555999999996",0,0,0,0,0,0,5364
55372,"Harquahala Generating Project","AZ","33.475960000000001","-113.113434",0,0,0,0,1311008,0,0
55375,"Astoria Energy","NY","40.782499999999999","-73.8964",3397272.8,0,0,0,0,0,101851.253
55377,"FirstEnergy Allegheny Energy Units 8 & 9","PA","39.747500000000002","-79.838887999999997",0,0,0,0,0,0,49415
55380,"Union Power Partners LP","AR","33.296146","-92.589364000000003",0,0,0,0,6248560,0,0
55381,"Commonwealth Chesapeake","VA","37.989199999999997","-75.540000000000006",0,0,0,0,0,0,155228
55382,"Thomas A Smith Energy Facility","GA","34.709400000000002","-84.917500000000004",0,0,0,0,0,0,1903665
55386,"Columbia Energy Center (SC)","SC","33.869700000000002","-81.017799999999994",0,0,0,0,577574.58,0,1207.933
55390,"State Farm Insur Support Center Central","TX","32.919199999999996","-96.989400000000003",0,0,0,0,0,0,163
55391,"RockGen Energy Center","WI","42.976700000000001","-89.049199999999999",0,0,0,0,0,0,65620
55392,"Zion Energy Center","IL","42.477600000000002","-87.894999999999996",0,0,0,0,0,0,63656
55393,"Metcalf Energy Center","CA","37.220700000000001","-121.7457",0,0,0,0,2461413,0,0
55395,"Crossroads Energy Center","MS","34.183","-90.562100000000001",0,0,0,0,0,0,70440
55396,"Green Power I","CA","33.901400000000002","-116.7167",0,0,0,0,0,0,24345
55397,"Washington Energy Facility","OH","39.58","-81.656400000000005",0,0,0,0,4345118,0,0
55399,"Delaware Mountain Windfarm","TX","31.641400000000001","-104.75190000000001",0,0,0,0,0,0,0
55400,"Elk Hills Power LLC","CA","35.280318000000001","-119.470707",0,0,0,0,0,0,3924149
55401,"Rolling Hills Generating","OH","39.0839","-82.332800000000006",0,0,0,0,0,0,28211
55402,"Renaissance Power LLC","MI","43.186399999999999","-84.8429",0,0,0,0,0,0,130870
55404,"Carville Energy LLC","LA","30.229399999999998","-91.064999999999998",0,0,0,0,2067416,0,0
55405,"Athens Generating Plant","NY","42.272799999999997","-73.849199999999996",2658650,0,0,0,0,0,0
55406,"Effingham County Power Project","GA","32.277251999999997","-81.284411000000006",0,0,0,0,1448272,0,0
55409,"Calhoun Energy Center","AL","33.588299999999997","-85.973100000000002",0,0,0,0,0,0,28639
55411,"Hillabee Energy Center","AL","33.000669000000002","-85.903278",0,0,0,0,5027955,0,0
55412,"Osprey Energy Center Power Plant","FL","28.052499999999998","-81.808300000000003",0,0,0,0,1389853,0,0
