"Plant.Code","Plant.Name","State","Latitude","Longitude","total.consumption","dcdc.consumption","gwbr.consumption","gwfr.consumption","gwsa.consumption","pdfr.consumption","swbr.consumption","swfr.consumption","swsa.consumption"
108,"Holcomb","KS","37.930799999999998","-100.9725",3672097.83569795,0,0,3672097.83569795,0,0,0,0,0
109,"Dillingham","AK","59.6708","-157.88999999999999",0,0,0,0,0,0,0,0,0
113,"Cholla","AZ","34.939399999999999","-110.30329999999999",10740404.6573706,0,0,10740404.6573706,0,0,0,0,0
114,"Douglas","AZ","31.364121999999998","-109.5538",0,0,0,0,0,0,0,0,0
116,"Ocotillo","AZ","33.422499999999999","-111.9122",234112.945353785,0,0,234112.945353785,0,0,0,0,0
117,"West Phoenix","AZ","33.441699999999997","-112.1583",1308498.84166376,0,0,1308498.84166376,0,0,0,0,0
118,"Saguaro","AZ","32.551699999999997","-111.3",0,0,0,0,0,0,0,0,0
120,"Yucca","AZ","32.721400000000003","-114.7106",233002.456732735,0,0,0,0,0,0,0,0
124,"Demoss Petrie","AZ","32.252273000000002","-110.992148",0,0,0,0,0,0,0,0,0
126,"H Wilson Sundt Generating Station","AZ","32.159999999999997","-110.90470000000001",918220.045462804,0,0,0,0,0,0,0,0
127,"Oklaunion","TX","34.082500000000003","-99.175299999999993",5932970.82197666,0,0,0,0,0,0,5932970.82197666,0
130,"Cross","SC","33.371389000000001","-80.113332999999997",21935289.3138926,0,0,0,0,0,0,21935289.3138926,0
136,"Seminole (FL)","FL","29.733056000000001","-81.632778000000002",15148970.3822309,0,0,0,0,0,0,15148970.3822309,0
141,"Agua Fria","AZ","33.556100000000001","-112.2153",14932.8448823874,0,0,0,0,0,0,0,0
145,"Horse Mesa","AZ","33.590699999999998","-111.34399999999999",0,0,0,0,0,0,0,0,0
147,"Kyrene","AZ","33.355600000000003","-111.9353",576949.426888542,0,0,576949.426888542,0,0,0,0,0
148,"Mormon Flat","AZ","33.553600000000003","-111.4431",0,0,0,0,0,0,0,0,0
149,"Roosevelt","AZ","33.671104","-111.16178600000001",0,0,0,0,0,0,0,0,0
150,"Stewart Mountain","AZ","33.566099999999999","-111.536",0,0,0,0,0,0,0,0,0
151,"McClure","CA","37.629359999999998","-120.93138999999999",0,0,0,0,0,0,0,0,0
152,"Davis Dam","AZ","35.197043999999998","-114.570669",0,0,0,0,0,0,0,0,0
153,"Glen Canyon Dam","AZ","36.936613999999999","-111.48387200000001",0,0,0,0,0,0,0,0,0
154,"Hoover Dam (NV)","NV","36.015509999999999","-114.738006",0,0,0,0,0,0,0,0,0
159,"Lake Creek Dam","UT","40.493631000000001","-111.312506",0,0,0,0,0,0,0,0,0
160,"Apache Station","AZ","32.060299999999998","-109.8931",4856149.45109247,0,0,4856149.45109247,0,0,0,0,0
161,"Turlock Lake","CA","37.611460999999998","-120.594678",0,0,0,0,0,0,0,0,0
162,"Hickman","CA","37.621535999999999","-120.746247",0,0,0,0,0,0,0,0,0
165,"GREC","OK","36.190277999999999","-95.289400000000001",8690138.62055624,0,0,0,0,0,0,8690138.62055624,0
166,"Carpenter","AR","34.442500000000003","-93.026200000000003",0,0,0,0,0,0,0,0,0
170,"Lake Catherine","AR","34.434100000000001","-92.904899999999998",111526.675802129,0,0,0,0,0,0,111526.675802129,0
171,"Mabelvale","AR","34.635997000000003","-92.409602000000007",0,0,0,0,0,0,0,0,0
174,"Remmel","AR","34.427199999999999","-92.894099999999995",0,0,0,0,0,0,0,0,0
180,"Volta 2","CA","40.451929999999997","-121.86215",0,0,0,0,0,0,0,0,0
182,"Beaver Dam","AR","36.421506999999998","-93.847373000000005",0,0,0,0,0,0,0,0,0
187,"Degray","AR","34.211913000000003","-93.110962999999998",0,0,0,0,0,0,0,0,0
188,"Greers Ferry Lake","AR","35.520699999999998","-91.9953",0,0,0,0,0,0,0,0,0
195,"Narrows (AR)","AR","34.148426999999998","-93.715168000000006",0,0,0,0,0,0,0,0,0
196,"Norfork","AR","36.249099999999999","-92.240099999999998",0,0,0,0,0,0,0,0,0
197,"Blakely Mountain","AR","34.570984000000003","-93.194424999999995",0,0,0,0,0,0,0,0,0
198,"Bull Shoals","AR","36.363500000000002","-92.576300000000003",0,0,0,0,0,0,0,0,0
199,"Dardanelle","AR","35.250300000000003","-93.168599999999998",0,0,0,0,0,0,0,0,0
201,"Thomas Fitzhugh","AR","35.462381999999998","-93.804925999999995",21456.3553010474,0,0,0,0,0,0,0,0
202,"Carl Bailey","AR","35.260102000000003","-91.363426000000004",3853.1714186212,0,0,0,0,0,0,0,0
203,"McClellan (AR)","AR","33.564799999999998","-92.791700000000006",144756.569490461,0,0,0,0,0,0,0,0
204,"Clinton Power Station","IL","40.171900000000001","-88.8339",17479145.7800221,0,0,0,0,0,0,17479145.7800221,0
207,"St Johns River Power Park","FL","30.430800000000001","-81.550799999999995",13208087.3918697,0,0,0,0,0,0,0,13208087.3918697
210,"Wolf Creek Generating Station","KS","38.239260000000002","-95.689779999999999",16490080.1598958,0,0,0,0,0,0,16490080.1598958,0
214,"Alta Powerhouse","CA","39.215978999999997","-120.80355",0,0,0,0,0,0,0,0,0
215,"Angels","CA","38.071944000000002","-120.539444",0,0,0,0,0,0,0,0,0
217,"Balch 1","CA","36.909137000000001","-119.087712",0,0,0,0,0,0,0,0,0
218,"Balch 2","CA","36.908906999999999","-119.08755600000001",0,0,0,0,0,0,0,0,0
219,"Belden","CA","40.007444999999997","-121.249438",0,0,0,0,0,0,0,0,0
220,"Bucks Creek","CA","39.910620000000002","-121.327692",0,0,0,0,0,0,0,0,0
221,"Butt Valley","CA","40.175655999999996","-121.190663",0,0,0,0,0,0,0,0,0
222,"Caribou 1","CA","40.085476","-121.148241",0,0,0,0,0,0,0,0,0
223,"Caribou 2","CA","40.085996999999999","-121.149373",0,0,0,0,0,0,0,0,0
225,"Chili Bar","CA","38.771763999999997","-120.813239",0,0,0,0,0,0,0,0,0
227,"Coleman PH","CA","40.404645000000002","-122.121904",0,0,0,0,0,0,0,0,0
229,"Cow Creek","CA","40.570816999999998","-122.02093000000001",0,0,0,0,0,0,0,0,0
231,"Cresta","CA","39.825907000000001","-121.40968700000001",0,0,0,0,0,0,0,0,0
232,"De Sabla","CA","39.869264999999999","-121.63181899999999",0,0,0,0,0,0,0,0,0
233,"Deer Creek PH","CA","39.298070000000003","-120.8443",0,0,0,0,0,0,0,0,0
235,"Drum 1","CA","39.256872999999999","-120.767437",0,0,0,0,0,0,0,0,0
236,"Drum 2","CA","39.257387999999999","-120.76704599999999",0,0,0,0,0,0,0,0,0
237,"Dutch Flat","CA","39.216985000000001","-120.835587",0,0,0,0,0,0,0,0,0
238,"El Dorado","CA","38.793574","-120.619152",0,0,0,0,0,0,0,0,0
239,"Electra","CA","38.330984999999998","-120.669901",0,0,0,0,0,0,0,0,0
240,"Haas","CA","36.927424000000002","-119.02025",0,0,0,0,0,0,0,0,0
241,"Halsey","CA","38.956985000000003","-121.041932",0,0,0,0,0,0,0,0,0
242,"Hamilton Branch","CA","40.268712000000001","-121.089479",0,0,0,0,0,0,0,0,0
243,"Hat Creek 1","CA","40.929296999999998","-121.544462",0,0,0,0,0,0,0,0,0
244,"Hat Creek 2","CA","40.960675000000002","-121.54865700000001",0,0,0,0,0,0,0,0,0
246,"Humboldt Bay","CA","40.741500000000002","-124.2103",0,0,0,0,0,0,0,0,0
248,"Inskip","CA","40.400987999999998","-121.965502",0,0,0,0,0,0,0,0,0
249,"James B Black","CA","40.992294999999999","-121.975182",0,0,0,0,0,0,0,0,0
253,"Kilarc","CA","40.677827000000001","-121.87325300000001",0,0,0,0,0,0,0,0,0
254,"Kings River PH","CA","36.888165999999998","-119.158777",0,0,0,0,0,0,0,0,0
255,"Lime Saddle","CA","39.698754999999998","-121.57096",0,0,0,0,0,0,0,0,0
258,"Merced Falls","CA","37.523009999999999","-120.329905",0,0,0,0,0,0,0,0,0
260,"Dynegy Moss Landing Power Plant","CA","36.804836999999999","-121.782241",2996289.94745847,0,0,0,0,0,0,0,2996289.94745847
261,"Murphys","CA","38.147092999999998","-120.44639599999999",0,0,0,0,0,0,0,0,0
262,"Narrows PH","CA","39.236400000000003","-121.27174100000001",0,0,0,0,0,0,0,0,0
264,"Phoenix","CA","38.032102999999999","-120.326537",0,0,0,0,0,0,0,0,0
265,"Pit 1","CA","40.990839999999999","-121.498243",0,0,0,0,0,0,0,0,0
266,"Pit 3","CA","40.997447999999999","-121.74813899999999",0,0,0,0,0,0,0,0,0
267,"Pit 4","CA","40.986361000000002","-121.84944",0,0,0,0,0,0,0,0,0
268,"Pit 5","CA","40.986196999999997","-121.977594",0,0,0,0,0,0,0,0,0
269,"Pit 6","CA","40.922567999999998","-121.992906",0,0,0,0,0,0,0,0,0
270,"Pit 7","CA","40.847462","-121.990798",0,0,0,0,0,0,0,0,0
271,"Pittsburg Power","CA","38.039167999999997","-121.894469",166343.159002468,0,0,0,0,0,166343.159002468,0,0
272,"Poe","CA","39.722892000000002","-121.469814",0,0,0,0,0,0,0,0,0
274,"Potter Valley","CA","39.361786000000002","-123.127934",0,0,0,0,0,0,0,0,0
275,"Rock Creek","CA","39.905209999999997","-121.345226",0,0,0,0,0,0,0,0,0
276,"San Joaquin 2","CA","37.203232999999997","-119.497508",0,0,0,0,0,0,0,0,0
277,"San Joaquin 3","CA","37.253717999999999","-119.519352",0,0,0,0,0,0,0,0,0
279,"Salt Springs","CA","38.497914000000002","-120.21811",0,0,0,0,0,0,0,0,0
280,"South","CA","40.395395999999998","-121.879186",0,0,0,0,0,0,0,0,0
281,"Spaulding 1","CA","39.324612999999999","-120.644807",0,0,0,0,0,0,0,0,0
282,"Spaulding 2","CA","39.324592000000003","-120.645375",0,0,0,0,0,0,0,0,0
283,"Spaulding 3","CA","39.337679000000001","-120.63546700000001",0,0,0,0,0,0,0,0,0
284,"Spring Gap","CA","38.186529999999998","-120.11168000000001",0,0,0,0,0,0,0,0,0
285,"Stanislaus","CA","38.139048000000003","-120.37032499999999",0,0,0,0,0,0,0,0,0
286,"Geysers Unit 5-20","CA","38.777000000000001","-122.745",887135.216470265,0,0,0,0,0,0,0,0
287,"Tiger Creek","CA","38.449291000000002","-120.492645",0,0,0,0,0,0,0,0,0
289,"Tule River","CA","36.163075999999997","-118.707104",0,0,0,0,0,0,0,0,0
290,"Volta 1","CA","40.459111","-121.86708",0,0,0,0,0,0,0,0,0
291,"West Point PH","CA","38.420898000000001","-120.549572",0,0,0,0,0,0,0,0,0
292,"Wise","CA","38.889862000000001","-121.098525",0,0,0,0,0,0,0,0,0
293,"A G Wishon","CA","37.151049999999998","-119.504724",0,0,0,0,0,0,0,0,0
294,"Copco 1","CA","41.978914000000003","-122.335317",0,0,0,0,0,0,0,0,0
295,"Copco 2","CA","41.975715999999998","-122.358127",0,0,0,0,0,0,0,0,0
296,"Fall Creek","CA","41.985605","-122.360455",0,0,0,0,0,0,0,0,0
297,"Iron Gate","CA","41.932980999999998","-122.43678",0,0,0,0,0,0,0,0,0
298,"Limestone","TX","31.421900000000001","-96.252499999999998",22101486.3050588,0,0,0,0,0,0,22101486.3050588,0
299,"Blundell","UT","38.488900000000001","-112.8533",53130.2707225128,0,0,0,0,0,0,0,0
301,"El Cajon","CA","32.7958","-116.9722",0,0,0,0,0,0,0,0,0
302,"Encina","CA","33.136099999999999","-117.3364",662669.207940281,0,0,0,0,0,0,0,0
303,"Kearny","CA","32.834000000000003","-117.13379999999999",0,0,0,0,0,0,0,0,0
305,"Miramar","CA","32.876100000000001","-117.1664",0,0,0,0,0,0,0,0,0
313,"Green Lake","AK","56.986283999999998","-135.12275",0,0,0,0,0,0,0,0,0
314,"Drop 5","CA","32.673096999999999","-115.392026",0,0,0,0,0,0,0,0,0
315,"AES Alamitos LLC","CA","33.768799999999999","-118.1009",1685112.9188559,0,0,0,0,0,0,0,1685112.9188559
317,"Big Creek 1","CA","37.2042","-119.2396",0,0,0,0,0,0,0,0,0
318,"Big Creek 2","CA","37.200000000000003","-119.3069",0,0,0,0,0,0,0,0,0
319,"Big Creek 3","CA","37.148516999999998","-119.386623",0,0,0,0,0,0,0,0,0
320,"Big Creek 4","CA","37.139000000000003","-119.4898",0,0,0,0,0,0,0,0,0
321,"Big Creek 8","CA","37.209600000000002","-119.3289",0,0,0,0,0,0,0,0,0
322,"Big Creek 2A","CA","37.200062000000003","-119.30681",0,0,0,0,0,0,0,0,0
323,"Bishop Creek 2","CA","37.273581","-118.573339",0,0,0,0,0,0,0,0,0
324,"Bishop Creek 3","CA","37.301962000000003","-118.53195700000001",0,0,0,0,0,0,0,0,0
325,"Bishop Creek 4","CA","37.323034999999997","-118.50171400000001",0,0,0,0,0,0,0,0,0
326,"Bishop Creek 5","CA","37.334400000000002","-118.47969999999999",0,0,0,0,0,0,0,0,0
327,"Bishop Creek 6","CA","37.349899999999998","-118.4628",0,0,0,0,0,0,0,0,0
328,"Borel","CA","35.588068999999997","-118.524804",0,0,0,0,0,0,0,0,0
329,"Coolwater","CA","34.860599999999998","-116.8539",202488.310646094,0,0,0,0,0,0,0,0
330,"El Segundo Power","CA","33.909804000000001","-118.424172",222323.807973593,0,0,0,0,0,0,0,222323.807973593
331,"Etiwanda Generating Station","CA","34.091180000000001","-117.52663",670459.492300471,0,0,0,0,670459.492300471,0,0,0
332,"Fontana","CA","34.155161999999997","-117.397119",0,0,0,0,0,0,0,0,0
335,"AES Huntington Beach LLC","CA","33.643900000000002","-117.97920000000001",1122284.1557773,0,0,0,0,0,0,0,1122284.1557773
336,"Kaweah 2","CA","36.461326","-118.87988",0,0,0,0,0,0,0,0,0
337,"Kaweah 1","CA","36.465066","-118.86202299999999",0,0,0,0,0,0,0,0,0
338,"Kaweah 3","CA","36.486058999999997","-118.835645",0,0,0,0,0,0,0,0,0
339,"Kern River 3","CA","35.776184999999998","-118.436233",0,0,0,0,0,0,0,0,0
340,"Kern River 1","CA","35.460303000000003","-118.77959",0,0,0,0,0,0,0,0,0
341,"Long Beach Generation LLC","CA","33.764099999999999","-118.2248",0,0,0,0,0,0,0,0,0
342,"Lundy","CA","38.042729000000001","-119.172015",0,0,0,0,0,0,0,0,0
344,"Mammoth Pool","CA","37.220301999999997","-119.33798299999999",0,0,0,0,0,0,0,0,0
345,"Mandalay","CA","34.206699999999998","-119.25109999999999",179311.490241206,0,0,0,0,0,0,0,179311.490241206
350,"Ormond Beach","CA","34.129199999999997","-119.16889999999999",281477.124752055,0,0,0,0,0,0,0,281477.124752055
353,"Poole","CA","37.944237000000001","-119.2161",0,0,0,0,0,0,0,0,0
354,"Portal","CA","37.257044999999998","-119.158936",0,0,0,0,0,0,0,0,0
356,"AES Redondo Beach LLC","CA","33.8504","-118.395",307381.45980649,0,0,0,0,0,0,0,307381.45980649
357,"Rush Creek","CA","37.766953999999998","-119.123284",0,0,0,0,0,0,0,0,0
358,"Mountainview Generating Station","CA","34.081800000000001","-117.2418",5070438.55026271,0,0,5070438.55026271,0,0,0,0,0
361,"Santa Ana 1","CA","34.145220000000002","-117.058481",0,0,0,0,0,0,0,0,0
363,"Santa Ana 3","CA","34.107244999999999","-117.099091",0,0,0,0,0,0,0,0,0
365,"Lower Tule River","CA","36.135680000000001","-118.78886799999999",0,0,0,0,0,0,0,0,0
371,"Columbia Generating Station","WA","46.4711","-119.3339",24159258.7859425,0,0,0,0,0,0,24159258.7859425,0
376,"Pardee","CA","38.256900000000002","-120.8507",0,0,0,0,0,0,0,0,0
377,"Grayson","CA","34.1556","-118.2782",166960.029035042,0,0,0,0,0,0,0,0
378,"Prairie River","MN","47.287205999999998","-93.498266000000001",0,0,0,0,0,0,0,0,0
380,"Dion R Holm","CA","37.896648999999996","-119.9675",0,0,0,0,0,0,0,0,0
381,"Moccasin","CA","37.809387999999998","-120.299254",0,0,0,0,0,0,0,0,0
382,"R C Kirkwood","CA","37.877667000000002","-119.953233",0,0,0,0,0,0,0,0,0
384,"Joliet 29","IL","41.494636","-88.123827000000006",3922960.85220992,0,0,0,0,0,0,0,0
385,"Drop 2 (CA)","CA","32.705435000000001","-115.030975",0,0,0,0,0,0,0,0,0
386,"Drop 3 (CA)","CA","32.705427999999998","-115.126103",0,0,0,0,0,0,0,0,0
387,"Drop 4","CA","32.705340999999997","-115.219067",0,0,0,0,0,0,0,0,0
388,"Pilot Knob","CA","32.736642000000003","-114.713858",0,0,0,0,0,0,0,0,0
389,"El Centro","CA","32.802222","-115.54",1204743.053768,0,0,0,0,0,0,1204743.053768,0
390,"Solomon Gulch","AK","61.082799999999999","-146.30330000000001",0,0,0,0,0,0,0,0,0
391,"Big Pine Creek","CA","37.142795","-118.32407499999999",0,0,0,0,0,0,0,0,0
392,"Castaic","CA","34.587237000000002","-118.656638",0,0,0,0,0,0,0,0,0
393,"Control Gorge","CA","37.437921000000003","-118.556988",0,0,0,0,0,0,0,0,0
394,"Cottonwood","CA","36.443421000000001","-118.04389",0,0,0,0,0,0,0,0,0
396,"Foothill","CA","34.318247999999997","-118.494449",0,0,0,0,0,0,0,0,0
397,"Franklin (CA)","CA","34.103931000000003","-118.413377",0,0,0,0,0,0,0,0,0
398,"Haiwee","CA","36.109721999999998","-117.956667",0,0,0,0,0,0,0,0,0
399,"Harbor","CA","33.785600000000002","-118.26439999999999",73072.3505897673,0,0,0,0,0,0,0,0
400,"Haynes","CA","33.764741000000001","-118.09913",2143324.7467559,0,0,0,0,0,0,0,2143324.7467559
401,"Middle Gorge","CA","37.51","-118.56916699999999",0,0,0,0,0,0,0,0,0
402,"Pleasant Valley Hydro","CA","37.414160000000003","-118.523889",0,0,0,0,0,0,0,0,0
403,"San Fernando","CA","34.260527000000003","-118.385531",0,0,0,0,0,0,0,0,0
404,"Scattergood","CA","33.918151000000002","-118.427648",1384195.43358225,0,0,0,0,0,0,0,1384195.43358225
406,"Tok","AK","63.3367","-142.98560000000001",0,0,0,0,0,0,0,0,0
407,"Upper Gorge","CA","37.546036000000001","-118.590001",0,0,0,0,0,0,0,0,0
408,"Valley (CA)","CA","34.244990999999999","-118.391327",1282238.74975395,0,0,0,0,1282238.74975395,0,0,0
409,"Exchequer","CA","37.584344999999999","-120.26859",0,0,0,0,0,0,0,0,0
410,"McSwain","CA","37.522064999999998","-120.31009",0,0,0,0,0,0,0,0,0
412,"Chicago Park","CA","39.177903000000001","-120.890856",0,0,0,0,0,0,0,0,0
413,"Dutch Flat 2","CA","39.218400000000003","-120.8352",0,0,0,0,0,0,0,0,0
414,"Beardsley","CA","38.202568999999997","-120.076983",0,0,0,0,0,0,0,0,0
415,"Donnells","CA","38.246656000000002","-120.03407199999999",0,0,0,0,0,0,0,0,0
416,"Tulloch","CA","37.876111000000002","-120.605",0,0,0,0,0,0,0,0,0
417,"Forbestown","CA","39.551012","-121.278784",0,0,0,0,0,0,0,0,0
418,"Kelly Ridge","CA","39.531784000000002","-121.491247",0,0,0,0,0,0,0,0,0
419,"Woodleaf","CA","39.553811000000003","-121.204077",0,0,0,0,0,0,0,0,0
420,"Broadway (CA)","CA","34.125399999999999","-118.148",79709.7156398104,0,0,0,0,0,0,0,0
421,"Craig (AK)","AK","55.476399999999998","-133.14830000000001",0,0,0,0,0,0,0,0,0
422,"Glenarm","CA","34.125999999999998","-118.1494",0,0,0,0,0,0,0,0,0
423,"Hydaburg","AK","55.208100000000002","-132.82669999999999",0,0,0,0,0,0,0,0,0
424,"French Meadows","CA","39.077970999999998","-120.406069",0,0,0,0,0,0,0,0,0
425,"Middle Fork","CA","39.024800999999997","-120.596383",0,0,0,0,0,0,0,0,0
426,"Oxbow (CA)","CA","39.003371999999999","-120.746651",0,0,0,0,0,0,0,0,0
427,"Ralston","CA","39.000999","-120.725053",0,0,0,0,0,0,0,0,0
428,"Parker","CA","37.477837999999998","-120.444492",0,0,0,0,0,0,0,0,0
430,"Camino","CA","38.828809999999997","-120.53708899999999",0,0,0,0,0,0,0,0,0
431,"Jaybird","CA","38.834049999999998","-120.53176000000001",0,0,0,0,0,0,0,0,0
432,"Loon Lake","CA","38.982697000000002","-120.32450300000001",0,0,0,0,0,0,0,0,0
433,"Robbs Peak","CA","38.896510999999997","-120.378292",0,0,0,0,0,0,0,0,0
435,"White Rock/Slab Creek","CA","38.765335999999998","-120.78736600000001",0,0,0,0,0,0,0,0,0
436,"Devil Canyon","CA","34.205599999999997","-117.3344",0,0,0,0,0,0,0,0,0
437,"Edward C Hyatt","CA","39.542985000000002","-121.492188",0,0,0,0,0,0,0,0,0
439,"Don Pedro","CA","37.695993999999999","-120.420152",0,0,0,0,0,0,0,0,0
440,"La Grange","CA","37.669699999999999","-120.4436",0,0,0,0,0,0,0,0,0
441,"Folsom","CA","38.70675","-121.15844300000001",0,0,0,0,0,0,0,0,0
442,"Judge F Carr","CA","40.646934000000002","-122.62697300000001",0,0,0,0,0,0,0,0,0
443,"Keswick","CA","40.611857999999998","-122.44644099999999",0,0,0,0,0,0,0,0,0
444,"Nimbus","CA","38.637349999999998","-121.220198",0,0,0,0,0,0,0,0,0
445,"Shasta","CA","40.717455000000001","-122.422274",0,0,0,0,0,0,0,0,0
446,"ONeill","CA","37.098671000000003","-121.047718",0,0,0,0,0,0,0,0,0
447,"Parker Dam","CA","34.295333999999997","-114.14022199999999",0,0,0,0,0,0,0,0,0
448,"W R Gianelli","CA","37.069200000000002","-121.0772",0,0,0,0,0,0,0,0,0
450,"Spring Creek","CA","40.628115000000001","-122.46750900000001",0,0,0,0,0,0,0,0,0
451,"Trinity","CA","40.797296000000003","-122.762553",0,0,0,0,0,0,0,0,0
454,"Colgate","CA","39.330832999999998","-121.191666",0,0,0,0,0,0,0,0,0
455,"Narrows 2","CA","39.238996","-121.270409",0,0,0,0,0,0,0,0,0
457,"Bear Valley","CA","33.166111000000001","-117.016667",0,0,0,0,0,0,0,0,0
