"Plant.Code","Plant.Name","State","Latitude","Longitude","Hydropower","Solar","Solar.Thermal","Wind","Geothermal","Solid.Biomass.RDF","Biogas","Oil","Natural.Gas","Uranium","Lignite.Coal.gfc","Ligite.Coal.ngp","Bituminous.Coal.avg","Bituminous.Coal.app","Bituminous.Coal.int","Bituminous.Coal.rmr","Subbituminous.Coal.avg","Subbituminous.Coal.ngp","Subbituminous.Coal.rmr","total.wc"
117,"West Phoenix","AZ","33.441699999999997","-112.1583",0,0,0,0,0,0,0,866.995793173975,478625.479497596,0,0,0,0,0,0,0,0,0,0,479492.47529077
118,"Saguaro","AZ","32.551699999999997","-111.3",0,0,0,0,0,0,0,0,6464.72084214473,0,0,0,0,0,0,0,0,0,0,6464.72084214473
120,"Yucca","AZ","32.721400000000003","-114.7106",0,0,0,0,0,0,0,767.62140042663,135264.719118063,0,0,0,0,0,0,0,0,0,0,136032.34051849
124,"Demoss Petrie","AZ","32.252273000000002","-110.992148",0,0,0,0,0,0,0,0,2890.63193270065,0,0,0,0,0,0,0,0,0,0,2890.63193270065
126,"H Wilson Sundt Generating Station","AZ","32.159999999999997","-110.90470000000001",0,0,0,0,0,0,0,0,243179.443728493,0,0,0,0,0,0,0,0,0,0,243179.443728493
127,"Oklaunion","TX","34.082500000000003","-99.175299999999993",0,0,0,0,0,0,0,6300.00878637436,0,0,0,0,0,0,0,0,0,1249009.8731294,0,1255309.88191578
130,"Cross","SC","33.371389000000001","-80.113332999999997",0,0,0,0,0,0,0,21110.4559894576,0,0,0,0,0,16065926.7572959,4585323.80026732,0,0,0,0,20672361.0135527
136,"Seminole (FL)","FL","29.733056000000001","-81.632778000000002",0,0,0,0,0,0,0,22545.8424654939,0,0,0,0,0,0,14436474.3789437,0,0,0,0,14459020.2214092
141,"Agua Fria","AZ","33.556100000000001","-112.2153",0,0.503282177282457,0,0,0,0,0,0,10672.5946260343,0,0,0,0,0,0,0,0,0,0,10673.0979082116
143,"Crosscut","AZ","33.439374999999998","-111.94605199999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"Horse Mesa","AZ","33.590699999999998","-111.34399999999999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,"Kyrene","AZ","33.355600000000003","-111.9353",0,0,0,0,0,0,0,0,181712.06248564,0,0,0,0,0,0,0,0,0,0,181712.06248564
148,"Mormon Flat","AZ","33.553600000000003","-111.4431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,"Roosevelt","AZ","33.671104","-111.16178600000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,"Stewart Mountain","AZ","33.566099999999999","-111.536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,"McClure","CA","37.629359999999998","-120.93138999999999",0,0,0,0,0,0,0,2292.35808216305,1285.31220397227,0,0,0,0,0,0,0,0,0,0,3577.67028613532
152,"Davis Dam","AZ","35.197043999999998","-114.570669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,"Glen Canyon Dam","AZ","36.936613999999999","-111.48387200000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,"Hoover Dam (NV)","NV","36.015509999999999","-114.738006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,"Lake Creek Dam","UT","40.493631000000001","-111.312506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,"Apache Station","AZ","32.060299999999998","-109.8931",0,0,0,0,0,0,0,90.0249105974978,13885.875135965,0,0,0,0,0,0,88284.4256536925,0,253287.698364827,1389708.07707398,1745256.10113906
161,"Turlock Lake","CA","37.611460999999998","-120.594678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,"Hickman","CA","37.621535999999999","-120.746247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,"Big Pine","FL","24.579167000000002","-81.685000000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"GREC","OK","36.190277999999999","-95.289400000000001",0,0,0,0,0,0,0,199.037944736438,22348.0781395675,0,0,0,0,0,0,0,0,2058496.11708942,0,2081043.23317373
166,"Carpenter","AR","34.442500000000003","-93.026200000000003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,"Cecil Lynch","AR","34.753500000000003","-92.198700000000002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"Hamilton Moses","AR","34.980600000000003","-90.872200000000007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"Harvey Couch","AR","33.359200000000001","-93.4649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"Lake Catherine","AR","34.434100000000001","-92.904899999999998",0,0,0,0,0,0,0,0,34659.6828431962,0,0,0,0,0,0,0,0,0,0,34659.6828431962
171,"Mabelvale","AR","34.635997000000003","-92.409602000000007",0,0,0,0,0,0,0,0,262.141387859677,0,0,0,0,0,0,0,0,0,0,262.141387859677
172,"Osceola (AR)","AR","35.697499999999998","-90.005300000000005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,"Robert E Ritchie","AR","34.462899999999998","-90.598699999999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"Remmel","AR","34.427199999999999","-92.894099999999995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"Volta 2","CA","40.451929999999997","-121.86215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,"Beaver Dam","AR","36.421506999999998","-93.847373000000005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,"Degray","AR","34.211913000000003","-93.110962999999998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,"Greers Ferry Lake","AR","35.520699999999998","-91.9953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,"Paragould","AR","36.060555999999998","-90.521388999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,"Municipal Light","AR","36.385800000000003","-90.186700000000002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,"Narrows (AR)","AR","34.148426999999998","-93.715168000000006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,"Norfork","AR","36.249099999999999","-92.240099999999998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,"Blakely Mountain","AR","34.570984000000003","-93.194424999999995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,"Bull Shoals","AR","36.363500000000002","-92.576300000000003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,"Dardanelle","AR","35.250300000000003","-93.168599999999998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,"Thomas Fitzhugh","AR","35.462381999999998","-93.804925999999995",0,0,0,0,0,0,0,22.7471936841643,8330.59055531902,0,0,0,0,0,0,0,0,0,0,8353.33774900318
202,"Carl Bailey","AR","35.260102000000003","-91.363426000000004",0,0,0,0,0,0,0,0,1453.49307112533,0,0,0,0,0,0,0,0,0,0,1453.49307112533
203,"McClellan (AR)","AR","33.564799999999998","-92.791700000000006",0,0,0,0,0,0,0,146.507349152245,49324.0251256714,0,0,0,0,0,0,0,0,0,0,49470.5324748237
204,"Clinton Power Station","IL","40.171900000000001","-88.8339",0,0,0,0,0,0,0,0,0,724950.014030512,0,0,0,0,0,0,0,0,0,724950.014030512
207,"St Johns River Power Park","FL","30.430800000000001","-81.550799999999995",0,0,0,0,0,0,0,0,10052.8276454888,0,0,0,4267359.09904998,0,0,0,0,0,0,4277411.92669547
210,"Wolf Creek Generating Station","KS","38.239260000000002","-95.689779999999999",0,0,0,0,0,0,0,0,0,684789.92698108,0,0,0,0,0,0,0,0,0,684789.92698108
214,"Alta Powerhouse","CA","39.215978999999997","-120.80355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"Angels","CA","38.071944000000002","-120.539444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,"Balch 1","CA","36.909137000000001","-119.087712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,"Balch 2","CA","36.908906999999999","-119.08755600000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,"Belden","CA","40.007444999999997","-121.249438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,"Bucks Creek","CA","39.910620000000002","-121.327692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,"Butt Valley","CA","40.175655999999996","-121.190663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,"Caribou 1","CA","40.085476","-121.148241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,"Caribou 2","CA","40.085996999999999","-121.149373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,"Centerville PH","CA","39.788876999999999","-121.657383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,"Chili Bar","CA","38.771763999999997","-120.813239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,"Coal Canyon","CA","39.605043000000002","-121.600525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,"Coleman PH","CA","40.404645000000002","-122.121904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,"Contra Costa","CA","38.019199999999998","-121.7642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,"Cow Creek","CA","40.570816999999998","-122.02093000000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,"Cresta","CA","39.825907000000001","-121.40968700000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,"De Sabla","CA","39.869264999999999","-121.63181899999999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,"Deer Creek PH","CA","39.298070000000003","-120.8443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,"Drum 1","CA","39.256872999999999","-120.767437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,"Drum 2","CA","39.257387999999999","-120.76704599999999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,"Dutch Flat","CA","39.216985000000001","-120.835587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,"El Dorado","CA","38.793574","-120.619152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,"Electra","CA","38.330984999999998","-120.669901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,"Haas","CA","36.927424000000002","-119.02025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,"Halsey","CA","38.956985000000003","-121.041932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"Hamilton Branch","CA","40.268712000000001","-121.089479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,"Hat Creek 1","CA","40.929296999999998","-121.544462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,"Hat Creek 2","CA","40.960675000000002","-121.54865700000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"Humboldt Bay","CA","40.741500000000002","-124.2103",0,0,0,0,0,0,0,2363.49125563302,105965.763323268,0,0,0,0,0,0,0,0,0,0,108329.254578901
247,"Hunters Point","CA","37.733611000000003","-122.38972200000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,"Inskip","CA","40.400987999999998","-121.965502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,"James B Black","CA","40.992294999999999","-121.975182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,"Kerckhoff","CA","37.092486000000001","-119.552826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,"Kilarc","CA","40.677827000000001","-121.87325300000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,"Kings River PH","CA","36.888165999999998","-119.158777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,"Lime Saddle","CA","39.698754999999998","-121.57096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,"Merced Falls","CA","37.523009999999999","-120.329905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,"Dynegy Morro Bay LLC","CA","35.372166999999997","-120.856562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,"Dynegy Moss Landing Power Plant","CA","36.804836999999999","-121.782241",0,0,0,0,0,0,0,0,1019714.18631895,0,0,0,0,0,0,0,0,0,0,1019714.18631895
261,"Murphys","CA","38.147092999999998","-120.44639599999999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,"Narrows PH","CA","39.236400000000003","-121.27174100000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,"Phoenix","CA","38.032102999999999","-120.326537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,"Pit 1","CA","40.990839999999999","-121.498243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,"Pit 3","CA","40.997447999999999","-121.74813899999999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,"Pit 4","CA","40.986361000000002","-121.84944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,"Pit 5","CA","40.986196999999997","-121.977594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,"Pit 6","CA","40.922567999999998","-121.992906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,"Pit 7","CA","40.847462","-121.990798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,"Pittsburg Power","CA","38.039167999999997","-121.894469",0,0,0,0,0,0,0,0,35792.694354506,0,0,0,0,0,0,0,0,0,0,35792.694354506
272,"Poe","CA","39.722892000000002","-121.469814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,"Potter Valley","CA","39.361786000000002","-123.127934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,"Rock Creek","CA","39.905209999999997","-121.345226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,"San Joaquin 2","CA","37.203232999999997","-119.497508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,"San Joaquin 3","CA","37.253717999999999","-119.519352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,"Salt Springs","CA","38.497914000000002","-120.21811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,"South","CA","40.395395999999998","-121.879186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,"Spaulding 1","CA","39.324612999999999","-120.644807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,"Spaulding 2","CA","39.324592000000003","-120.645375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,"Spaulding 3","CA","39.337679000000001","-120.63546700000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,"Spring Gap","CA","38.186529999999998","-120.11168000000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,"Stanislaus","CA","38.139048000000003","-120.37032499999999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,"Geysers Unit 5-20","CA","38.777000000000001","-122.745",0,0,0,0,127513704.158801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127513704.158801
